1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
739, forest, minecraft:birch_forest_hills, MONSTER, minecraft:zombie, 80, 4, 4
740, forest, minecraft:birch_forest_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
741, forest, minecraft:birch_forest_hills, MONSTER, minecraft:skeleton, 80, 4, 4
742, forest, minecraft:birch_forest_hills, MONSTER, minecraft:creeper, 80, 4, 4
743, forest, minecraft:birch_forest_hills, MONSTER, minecraft:slime, 80, 4, 4
744, forest, minecraft:birch_forest_hills, MONSTER, minecraft:enderman, 10, 1, 4
745, forest, minecraft:birch_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
746, forest, minecraft:birch_forest_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
747, forest, minecraft:birch_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
748, forest, minecraft:birch_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
749, forest, minecraft:birch_forest_hills, MONSTER, minecraft:stray, 80, 4, 4
750, forest, minecraft:birch_forest_hills, MONSTER, eidolon:wraith, 80, 1, 2
751, forest, minecraft:birch_forest_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
752, forest, minecraft:birch_forest_hills, MONSTER, iceandfire:troll, 5, 1, 3
753, forest, minecraft:birch_forest_hills, MONSTER, druidcraft:beetle, 10, 1, 2
754, forest, minecraft:birch_forest_hills, MONSTER, direbats:direbat, 80, 1, 4
755, forest, minecraft:birch_forest_hills, MONSTER, quark:stoneling, 80, 1, 1
756, forest, minecraft:birch_forest_hills, MONSTER, quark:toretoise, 80, 1, 1
757, forest, minecraft:birch_forest_hills, CREATURE, minecraft:sheep, 12, 4, 4
758, forest, minecraft:birch_forest_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
759, forest, minecraft:birch_forest_hills, CREATURE, minecraft:chicken, 10, 4, 4
760, forest, minecraft:birch_forest_hills, CREATURE, minecraft:cow, 8, 4, 4
761, forest, minecraft:birch_forest_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
762, forest, minecraft:birch_forest_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
763, forest, minecraft:birch_forest_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
764, forest, minecraft:birch_forest_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
765, forest, minecraft:birch_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
766, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
767, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
768, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
769, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
770, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
771, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
772, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
773, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
774, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 10, 1, 4
775, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
776, forest, minecraft:dark_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
777, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
778, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
779, forest, minecraft:dark_forest, MONSTER, minecraft:stray, 80, 4, 4
780, forest, minecraft:dark_forest, MONSTER, eidolon:wraith, 80, 1, 2
781, forest, minecraft:dark_forest, MONSTER, eidolon:zombie_brute, 20, 1, 2
782, forest, minecraft:dark_forest, MONSTER, iceandfire:troll, 5, 1, 3
783, forest, minecraft:dark_forest, MONSTER, druidcraft:beetle, 10, 1, 2
784, forest, minecraft:dark_forest, MONSTER, direbats:direbat, 80, 1, 4
785, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
786, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 80, 1, 1
787, forest, minecraft:dark_forest, CREATURE, frozenup:chilloo, 5, 2, 3
788, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
789, forest, minecraft:dark_forest, CREATURE, snowpig:snow_pig, 5, 4, 4
790, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
791, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 8, 4, 4
792, forest, minecraft:dark_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
793, forest, minecraft:dark_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
794, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
795, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
796, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
797, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
798, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
799, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
800, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
801, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
802, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 10, 1, 4
803, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
804, taiga, minecraft:snowy_taiga, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
805, taiga, minecraft:snowy_taiga, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
806, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
807, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
808, taiga, minecraft:snowy_taiga, MONSTER, minecraft:stray, 80, 4, 4
809, taiga, minecraft:snowy_taiga, MONSTER, eidolon:wraith, 80, 1, 2
810, taiga, minecraft:snowy_taiga, MONSTER, eidolon:zombie_brute, 20, 1, 2
811, taiga, minecraft:snowy_taiga, MONSTER, iceandfire:dread_lich, 5, 1, 1
812, taiga, minecraft:snowy_taiga, MONSTER, iceandfire:troll, 5, 1, 3
813, taiga, minecraft:snowy_taiga, MONSTER, druidcraft:beetle, 10, 1, 2
814, taiga, minecraft:snowy_taiga, MONSTER, druidcraft:dreadfish, 40, 1, 3
815, taiga, minecraft:snowy_taiga, MONSTER, direbats:direbat, 80, 1, 4
816, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 80, 1, 1
817, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 80, 1, 1
818, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
819, taiga, minecraft:snowy_taiga, CREATURE, frozenup:chilloo, 5, 2, 3
820, taiga, minecraft:snowy_taiga, CREATURE, snowpig:snow_pig, 5, 4, 4
821, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
822, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
823, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
824, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
825, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
826, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 9, 3, 4
827, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 9, 3, 4
828, taiga, minecraft:snowy_taiga, CREATURE, minecraft:polar_bear, 5, 1, 2
829, taiga, minecraft:snowy_taiga, CREATURE, snowpig:snow_pig, 10, 4, 4
830, taiga, minecraft:snowy_taiga, CREATURE, druidcraft:lunar_moth, 5, 2, 5
831, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
832, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 5, 5, 5
833, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 5, 5, 5
834, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
835, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
836, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
837, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
838, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
839, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:enderman, 10, 1, 4
840, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
841, taiga, minecraft:snowy_taiga_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
842, taiga, minecraft:snowy_taiga_hills, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
843, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
844, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
845, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:stray, 80, 4, 4
846, taiga, minecraft:snowy_taiga_hills, MONSTER, eidolon:wraith, 80, 1, 2
847, taiga, minecraft:snowy_taiga_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
848, taiga, minecraft:snowy_taiga_hills, MONSTER, iceandfire:dread_lich, 5, 1, 1
849, taiga, minecraft:snowy_taiga_hills, MONSTER, iceandfire:troll, 5, 1, 3
850, taiga, minecraft:snowy_taiga_hills, MONSTER, druidcraft:beetle, 10, 1, 2
851, taiga, minecraft:snowy_taiga_hills, MONSTER, druidcraft:dreadfish, 40, 1, 3
852, taiga, minecraft:snowy_taiga_hills, MONSTER, direbats:direbat, 80, 1, 4
853, taiga, minecraft:snowy_taiga_hills, MONSTER, quark:stoneling, 80, 1, 1
854, taiga, minecraft:snowy_taiga_hills, MONSTER, quark:toretoise, 80, 1, 1
855, taiga, minecraft:snowy_taiga_hills, CREATURE, frozenup:chilloo, 5, 2, 3
856, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
857, taiga, minecraft:snowy_taiga_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
858, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
859, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:cow, 8, 4, 4
860, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:wolf, 8, 4, 4
861, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:rabbit, 5, 2, 3
862, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:fox, 8, 2, 4
863, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 9, 3, 4
864, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 9, 3, 4
865, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
866, taiga, minecraft:snowy_taiga_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
867, taiga, minecraft:snowy_taiga_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
868, taiga, minecraft:snowy_taiga_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
869, taiga, minecraft:snowy_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
870, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
871, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
872, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:spider, 80, 4, 4
873, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
874, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
875, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:creeper, 80, 4, 4
876, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:slime, 80, 4, 4
877, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:enderman, 10, 1, 4
878, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:witch, 5, 1, 1
879, taiga, minecraft:giant_tree_taiga, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
880, taiga, minecraft:giant_tree_taiga, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
881, taiga, minecraft:giant_tree_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
882, taiga, minecraft:giant_tree_taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
883, taiga, minecraft:giant_tree_taiga, MONSTER, minecraft:stray, 80, 4, 4
884, taiga, minecraft:giant_tree_taiga, MONSTER, eidolon:wraith, 80, 1, 2
885, taiga, minecraft:giant_tree_taiga, MONSTER, eidolon:zombie_brute, 20, 1, 2
886, taiga, minecraft:giant_tree_taiga, MONSTER, iceandfire:troll, 5, 1, 3
887, taiga, minecraft:giant_tree_taiga, MONSTER, druidcraft:beetle, 10, 1, 2
888, taiga, minecraft:giant_tree_taiga, MONSTER, direbats:direbat, 80, 1, 4
889, taiga, minecraft:giant_tree_taiga, MONSTER, quark:stoneling, 80, 1, 1
890, taiga, minecraft:giant_tree_taiga, MONSTER, quark:toretoise, 80, 1, 1
891, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:sheep, 12, 4, 4
892, taiga, minecraft:giant_tree_taiga, CREATURE, snowpig:snow_pig, 5, 4, 4
893, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:chicken, 10, 4, 4
894, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:cow, 8, 4, 4
895, taiga, minecraft:giant_tree_taiga, CREATURE, frozenup:chilloo, 5, 2, 3
896, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:wolf, 8, 4, 4
897, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
898, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:fox, 8, 2, 4
899, taiga, minecraft:giant_tree_taiga, CREATURE, minecraft:polar_bear, 5, 1, 2
900, taiga, minecraft:giant_tree_taiga, CREATURE, snowpig:snow_pig, 10, 4, 4
901, taiga, minecraft:giant_tree_taiga, CREATURE, druidcraft:lunar_moth, 5, 2, 5
902, taiga, minecraft:giant_tree_taiga, AMBIENT, minecraft:bat, 10, 8, 8
903, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:cockroach, 5, 5, 5
904, taiga, minecraft:giant_tree_taiga, AMBIENT, alexsmobs:cockroach, 5, 5, 5
905, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
906, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:zombie_villager, 25, 1, 1
907, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
908, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
909, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
910, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:enderman, 10, 1, 4
911, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
912, taiga, minecraft:giant_tree_taiga_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
913, taiga, minecraft:giant_tree_taiga_hills, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
914, taiga, minecraft:giant_tree_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
915, taiga, minecraft:giant_tree_taiga_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
916, taiga, minecraft:giant_tree_taiga_hills, MONSTER, minecraft:stray, 80, 4, 4
917, taiga, minecraft:giant_tree_taiga_hills, MONSTER, eidolon:wraith, 80, 1, 2
918, taiga, minecraft:giant_tree_taiga_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
919, taiga, minecraft:giant_tree_taiga_hills, MONSTER, iceandfire:troll, 5, 1, 3
920, taiga, minecraft:giant_tree_taiga_hills, MONSTER, druidcraft:beetle, 10, 1, 2
921, taiga, minecraft:giant_tree_taiga_hills, MONSTER, direbats:direbat, 80, 1, 4
922, taiga, minecraft:giant_tree_taiga_hills, MONSTER, quark:stoneling, 80, 1, 1
923, taiga, minecraft:giant_tree_taiga_hills, MONSTER, quark:toretoise, 80, 1, 1
924, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
925, taiga, minecraft:giant_tree_taiga_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
926, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
927, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:cow, 8, 4, 4
928, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:wolf, 8, 4, 4
929, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:rabbit, 5, 2, 3
930, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:fox, 8, 2, 4
931, taiga, minecraft:giant_tree_taiga_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
932, taiga, minecraft:giant_tree_taiga_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
933, taiga, minecraft:giant_tree_taiga_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
934, taiga, minecraft:giant_tree_taiga_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
935, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
936, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
937, taiga, minecraft:giant_tree_taiga_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
938, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:spider, 80, 4, 4
939, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:zombie, 80, 4, 4
940, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
941, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
942, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:creeper, 80, 4, 4
943, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:slime, 80, 4, 4
944, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:enderman, 10, 1, 4
945, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:witch, 5, 1, 1
946, extreme_hills, minecraft:wooded_mountains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
947, extreme_hills, minecraft:wooded_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
948, extreme_hills, minecraft:wooded_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
949, extreme_hills, minecraft:wooded_mountains, MONSTER, minecraft:stray, 80, 4, 4
950, extreme_hills, minecraft:wooded_mountains, MONSTER, eidolon:wraith, 80, 1, 2
951, extreme_hills, minecraft:wooded_mountains, MONSTER, eidolon:zombie_brute, 20, 1, 2
952, extreme_hills, minecraft:wooded_mountains, MONSTER, iceandfire:troll, 5, 1, 3
953, extreme_hills, minecraft:wooded_mountains, MONSTER, druidcraft:beetle, 10, 1, 2
954, extreme_hills, minecraft:wooded_mountains, MONSTER, quark:stoneling, 80, 1, 1
955, extreme_hills, minecraft:wooded_mountains, MONSTER, quark:toretoise, 80, 1, 1
956, extreme_hills, minecraft:wooded_mountains, MONSTER, savageandravage:iceologer, 8, 1, 1
957, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:sheep, 12, 4, 4
958, extreme_hills, minecraft:wooded_mountains, CREATURE, snowpig:snow_pig, 5, 4, 4
959, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:chicken, 10, 4, 4
960, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:cow, 8, 4, 4
961, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:llama, 5, 4, 6
962, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
963, extreme_hills, minecraft:wooded_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
964, extreme_hills, minecraft:wooded_mountains, CREATURE, minecraft:polar_bear, 5, 1, 2
965, extreme_hills, minecraft:wooded_mountains, CREATURE, snowpig:snow_pig, 10, 4, 4
966, extreme_hills, minecraft:wooded_mountains, CREATURE, iceandfire:hippogryph, 5, 1, 1
967, extreme_hills, minecraft:wooded_mountains, CREATURE, druidcraft:lunar_moth, 5, 2, 5
968, extreme_hills, minecraft:wooded_mountains, AMBIENT, minecraft:bat, 10, 8, 8
969, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
970, extreme_hills, minecraft:wooded_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
971, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
972, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
973, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
974, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
975, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
976, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
977, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 10, 1, 4
978, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
979, savanna, minecraft:savanna, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
980, savanna, minecraft:savanna, MONSTER, alexsmobs:centipede_head, 8, 1, 1
981, savanna, minecraft:savanna, MONSTER, alexsmobs:centipede_head, 8, 1, 1
982, savanna, minecraft:savanna, MONSTER, minecraft:stray, 80, 4, 4
983, savanna, minecraft:savanna, MONSTER, eidolon:wraith, 80, 1, 2
984, savanna, minecraft:savanna, MONSTER, eidolon:zombie_brute, 20, 1, 2
985, savanna, minecraft:savanna, MONSTER, quark:stoneling, 80, 1, 1
986, savanna, minecraft:savanna, MONSTER, quark:toretoise, 80, 1, 1
987, savanna, minecraft:savanna, CREATURE, frozenup:chilloo, 5, 2, 3
988, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
989, savanna, minecraft:savanna, CREATURE, snowpig:snow_pig, 5, 4, 4
990, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
991, savanna, minecraft:savanna, CREATURE, minecraft:cow, 8, 4, 4
992, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
993, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
994, savanna, minecraft:savanna, CREATURE, minecraft:polar_bear, 5, 1, 2
995, savanna, minecraft:savanna, CREATURE, snowpig:snow_pig, 10, 4, 4
996, savanna, minecraft:savanna, CREATURE, druidcraft:lunar_moth, 5, 2, 5
997, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
998, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 5, 5, 5
999, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1000, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
1001, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
1002, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
1003, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
1004, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
1005, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
1006, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 10, 1, 4
1007, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
1008, savanna, minecraft:savanna_plateau, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1009, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1010, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1011, savanna, minecraft:savanna_plateau, MONSTER, minecraft:stray, 80, 4, 4
1012, savanna, minecraft:savanna_plateau, MONSTER, eidolon:wraith, 80, 1, 2
1013, savanna, minecraft:savanna_plateau, MONSTER, eidolon:zombie_brute, 20, 1, 2
1014, savanna, minecraft:savanna_plateau, MONSTER, quark:stoneling, 80, 1, 1
1015, savanna, minecraft:savanna_plateau, MONSTER, quark:toretoise, 80, 1, 1
1016, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 12, 4, 4
1017, savanna, minecraft:savanna_plateau, CREATURE, snowpig:snow_pig, 5, 4, 4
1018, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
1019, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 8, 4, 4
1020, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 5, 2, 6
1021, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
1022, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
1023, savanna, minecraft:savanna_plateau, CREATURE, frozenup:chilloo, 5, 2, 3
1024, savanna, minecraft:savanna_plateau, CREATURE, minecraft:polar_bear, 5, 1, 2
1025, savanna, minecraft:savanna_plateau, CREATURE, snowpig:snow_pig, 10, 4, 4
1026, savanna, minecraft:savanna_plateau, CREATURE, druidcraft:lunar_moth, 5, 2, 5
1027, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1028, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1029, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1030, mesa, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1031, mesa, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
1032, mesa, minecraft:badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1033, mesa, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
1034, mesa, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
1035, mesa, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
1036, mesa, minecraft:badlands, MONSTER, minecraft:enderman, 10, 1, 4
1037, mesa, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
1038, mesa, minecraft:badlands, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1039, mesa, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1040, mesa, minecraft:badlands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1041, mesa, minecraft:badlands, MONSTER, minecraft:stray, 80, 4, 4
1042, mesa, minecraft:badlands, MONSTER, eidolon:wraith, 80, 1, 2
1043, mesa, minecraft:badlands, MONSTER, eidolon:zombie_brute, 20, 1, 2
1044, mesa, minecraft:badlands, MONSTER, quark:stoneling, 80, 1, 1
1045, mesa, minecraft:badlands, MONSTER, quark:toretoise, 80, 1, 1
1046, mesa, minecraft:badlands, CREATURE, minecraft:polar_bear, 5, 1, 2
1047, mesa, minecraft:badlands, CREATURE, snowpig:snow_pig, 10, 4, 4
1048, mesa, minecraft:badlands, CREATURE, iceandfire:hippogryph, 5, 1, 1
